VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,extra,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee
1,2023-06-29 13:23:31,2023-06-29 13:31:29,1.0,2.28,1.0,N,133,13,Credit Card,0.0,2.9464615315875653,0.0,1.0,24.4,2.5,0.0
1,2023-06-30 14:26:06,2023-06-30 12:46:42,1.0,0.57,1.0,N,110,182,Credit Card,0.0,5.829430344837759,0.0,1.0,11.76,2.5,0.0
1,2023-06-29 18:40:09,2023-06-29 20:11:13,1.0,17.33,2.0,N,193,206,Credit Card,5.0,4.347382800615818,6.55,1.0,85.55,2.5,0.0
0,2023-06-30 12:15:11,2023-06-30 11:08:15,1.0,1.3,1.0,N,232,148,Credit Card,2.5,5.552121658823235,0.0,1.0,15.12,2.5,0.0
1,2023-06-29 08:49:03,2023-06-29 08:37:03,1.0,2.17,1.0,N,27,65,Cash,0.0,0.0019890409415240784,0.0,1.0,22.4,2.5,0.0
1,2023-07-01 00:03:03,2023-06-30 23:25:35,1.0,1.39,1.0,N,210,248,Credit Card,1.0,4.918084907413971,0.0,1.0,18.7,2.5,0.0
0,2023-06-28 18:25:19,2023-06-28 19:16:08,2.0,1.2,1.0,N,239,236,Credit Card,5.0,3.3089324995002567,0.0,1.0,16.61,2.5,0.0
1,2023-06-30 19:42:07,2023-06-30 21:19:23,1.0,2.0,1.0,N,49,221,Credit Card,1.0,5.892749192254505,0.0,1.0,22.2,2.5,0.0
0,2023-06-30 15:48:25,2023-06-30 15:42:22,1.0,10.0,1.0,N,74,192,Credit Card,9.25,16.02897832671441,6.55,1.0,68.85,2.5,1.75
1,2023-06-28 19:58:59,2023-06-28 21:45:26,1.0,2.21,1.0,N,119,241,Credit Card,1.0,4.2293112137335624,0.0,1.0,23.88,2.5,0.0
1,2023-06-30 14:54:05,2023-06-30 14:13:45,2.0,3.54,1.0,N,189,128,Credit Card,0.0,7.848068873706548,0.0,1.0,35.28,2.5,0.0
1,2023-06-29 20:19:41,2023-06-29 21:10:43,1.0,2.41,1.0,N,163,147,Cash,2.5,2.508285196498388,0.0,1.0,23.5,2.5,0.0
0,2023-06-28 22:27:42,2023-06-28 22:31:06,1.0,4.8,1.0,N,16,7,Credit Card,3.5,10.22039504395217,0.0,1.0,36.48,2.5,0.0
1,2023-06-30 02:43:08,2023-06-30 03:44:22,,18.98,,,72,263,Wallet,0.0,11.58825165339968,12.75,1.0,83.24,,
1,2023-06-29 08:46:09,2023-06-29 10:00:13,1.0,9.52,1.0,N,202,53,Credit Card,5.0,14.528634162084204,6.55,1.0,74.41,2.5,1.75
1,2023-06-29 17:55:00,2023-06-29 18:21:27,1.0,2.25,1.0,N,84,217,Credit Card,2.5,6.689769780754727,0.0,1.0,29.04,2.5,0.0
1,2023-06-30 22:28:53,2023-06-30 23:33:12,,1.36,,,116,128,Wallet,0.0,4.932110441545623,0.0,1.0,20.69,,
0,2023-06-30 14:28:29,2023-06-30 15:56:32,1.0,19.3,2.0,N,40,68,Credit Card,4.25,14.734564114815178,6.55,1.0,92.3,2.5,1.75
0,2023-06-28 18:25:17,2023-06-28 19:29:55,1.0,1.1,1.0,N,4,222,Credit Card,5.0,6.293047201829028,0.0,1.0,21.2,2.5,0.0
0,2023-06-29 19:16:52,2023-06-29 19:33:55,1.0,2.9,1.0,N,35,160,Cash,5.0,1.1550769547200117,0.0,1.0,23.5,2.5,0.0
1,2023-06-30 16:05:22,2023-06-30 16:16:20,1.0,1.43,1.0,N,13,185,Cash,0.0,0.40223941993530465,0.0,1.0,14.0,2.5,0.0
0,2023-06-30 13:06:03,2023-06-30 14:33:47,0.0,2.1,1.0,N,159,30,Credit Card,2.5,5.6701088320949165,0.0,1.0,21.8,2.5,0.0
1,2023-06-29 19:56:13,2023-06-29 19:46:26,1.0,0.8,1.0,N,142,128,Cash,2.5,2.8715521969560864,0.0,1.0,18.6,2.5,0.0
1,2023-06-30 21:27:00,2023-06-30 20:26:30,4.0,5.71,1.0,N,253,106,Credit Card,1.0,7.632248532782592,0.0,1.0,35.64,2.5,0.0
1,2023-06-30 15:13:41,2023-06-30 16:15:57,1.0,22.42,2.0,N,56,29,Credit Card,0.0,17.871751292398454,6.55,1.0,97.3,2.5,1.75
1,2023-06-29 17:56:08,2023-06-29 18:29:43,1.0,0.01,5.0,N,214,218,Credit Card,0.0,12.033533893742243,15.8,1.0,88.9,2.5,0.0
1,2023-06-28 16:57:48,2023-06-28 17:17:51,1.0,0.92,1.0,N,114,80,Credit Card,2.5,7.272256944276416,0.0,1.0,18.12,2.5,0.0
1,2023-06-29 17:02:48,2023-06-29 16:39:52,1.0,4.0,1.0,N,20,232,Credit Card,2.5,8.386684958142716,0.0,1.0,41.64,2.5,0.0
1,2023-06-29 17:01:04,2023-06-29 18:29:35,1.0,0.84,1.0,N,110,22,Credit Card,2.5,7.763831074951238,0.0,1.0,18.12,2.5,0.0
0,2023-06-30 22:45:32,2023-06-30 21:49:26,1.0,0.7,1.0,N,122,21,Credit Card,3.5,3.131195366422859,0.0,1.0,13.4,2.5,0.0
1,2023-06-29 14:56:24,2023-06-29 15:51:41,1.0,7.12,1.0,N,58,184,Credit Card,0.0,15.24671004033485,0.0,1.0,63.84,2.5,0.0
0,2023-06-29 10:19:17,2023-06-29 10:18:19,1.0,3.0,1.0,N,141,180,Credit Card,2.5,6.838412266834517,0.0,1.0,25.2,2.5,0.0
1,2023-06-29 16:10:11,2023-06-29 14:32:31,1.0,0.38,1.0,N,71,229,Credit Card,0.0,5.166401253220026,0.0,1.0,11.76,2.5,0.0
1,2023-06-28 17:42:15,2023-06-28 18:41:28,3.0,1.91,1.0,N,32,137,Credit Card,2.5,6.702436688930957,0.0,1.0,35.76,2.5,0.0
1,2023-06-29 18:16:40,2023-06-29 18:15:09,1.0,0.7,1.0,N,160,150,Credit Card,2.5,2.7787496657736073,0.0,0.3,14.76,2.5,0.0
1,2023-06-30 08:53:59,2023-06-30 07:38:50,1.0,1.82,1.0,N,49,260,Credit Card,0.0,6.503479000272466,0.0,1.0,18.48,2.5,0.0
1,2023-06-30 16:32:19,2023-06-30 16:25:23,1.0,1.09,1.0,N,139,240,Credit Card,0.0,3.5016539092288563,0.0,1.0,15.96,2.5,0.0
1,2023-06-28 17:05:54,2023-06-28 17:50:40,1.0,1.33,1.0,N,181,242,Cash,2.5,2.611430883003524,0.0,1.0,22.1,2.5,0.0
1,2023-06-29 18:58:34,2023-06-29 20:16:11,2.0,3.55,1.0,N,246,16,Credit Card,2.5,4.702516116123061,0.0,1.0,26.3,2.5,0.0
0,2023-06-30 15:56:06,2023-06-30 16:27:34,3.0,1.1,1.0,N,78,97,Cash,5.0,3.579308797285228,0.0,1.0,18.6,2.5,0.0
1,2023-06-29 19:39:15,2023-06-29 19:54:55,1.0,10.58,1.0,N,20,15,Credit Card,7.5,15.31154221345405,6.55,1.0,82.6,2.5,1.75
1,2023-06-28 18:23:26,2023-06-28 18:35:14,2.0,2.11,1.0,N,125,117,Credit Card,2.5,6.261931050250334,0.0,1.0,22.32,2.5,0.0
1,2023-06-30 11:12:57,2023-06-30 11:51:48,2.0,2.15,1.0,N,260,29,Cash,0.0,2.002627572780875,0.0,1.0,19.6,2.5,0.0
0,2023-06-30 19:48:39,2023-06-30 19:27:10,1.0,2.6,1.0,N,169,215,Credit Card,5.0,7.561470563121088,0.0,1.0,25.65,2.5,0.0
1,2023-06-29 20:28:25,2023-06-29 20:07:48,1.0,1.25,1.0,N,1,70,Credit Card,1.0,4.893919734982738,0.0,1.0,16.32,2.5,0.0
0,2023-06-30 12:59:51,2023-06-30 13:33:32,1.0,7.2,1.0,N,102,70,Credit Card,6.75,9.30547973610344,6.55,1.0,55.8,0.0,1.75
1,2023-06-28 21:14:56,2023-06-28 20:55:04,1.0,1.2,1.0,N,89,109,Credit Card,1.0,4.3789748702282525,0.0,1.0,15.48,2.5,0.0
0,2023-06-30 18:27:41,2023-06-30 19:01:59,1.0,5.9,1.0,N,264,128,Credit Card,5.0,2.8655689615579027,0.0,1.0,35.1,2.5,0.0
1,2023-06-28 19:23:23,2023-06-28 19:42:22,1.0,5.63,1.0,N,76,183,Credit Card,2.5,7.519069033523761,0.0,1.0,43.56,2.5,0.0
0,2023-06-28 20:38:40,2023-06-28 20:38:13,1.0,1.7,1.0,N,209,73,Credit Card,3.5,4.321983646908831,0.0,1.0,19.6,2.5,0.0
1,2023-06-29 13:06:26,2023-06-29 13:49:37,1.0,0.41,1.0,N,31,48,Credit Card,0.0,4.768659415889939,0.0,1.0,10.92,2.5,0.0
1,2023-06-28 16:16:21,2023-06-28 18:23:07,1.0,18.58,2.0,N,106,231,Cash,-5.0,3.05408501848379,-6.55,-1.0,-87.3,-2.5,-1.75
1,2023-06-30 22:18:30,2023-07-01 00:15:40,1.0,1.38,1.0,N,149,159,Credit Card,1.0,0.6711452225015114,0.0,1.0,18.3,2.5,0.0
1,2023-06-30 14:57:19,2023-06-30 15:52:52,1.0,1.52,1.0,N,215,117,Credit Card,0.0,5.085489057626105,0.0,1.0,17.64,2.5,0.0
1,2023-06-30 22:34:00,2023-06-30 21:59:33,1.0,2.1,1.0,N,90,91,Cash,1.0,1.3248192409866393,0.0,1.0,17.1,2.5,0.0
0,2023-06-29 10:07:33,2023-06-29 10:24:29,1.0,3.8,1.0,N,118,182,Cash,2.5,1.5914853887530218,0.0,1.0,25.2,2.5,0.0
1,2023-06-30 00:50:18,2023-06-30 01:18:34,1.0,1.53,1.0,N,151,189,Credit Card,1.0,4.409892746438086,0.0,1.0,17.16,2.5,0.0
1,2023-06-28 18:18:58,2023-06-28 20:04:15,1.0,13.95,5.0,N,26,207,Credit Card,0.0,11.51679357843961,0.0,1.0,136.0,0.0,0.0
1,2023-06-29 08:01:08,2023-06-29 08:37:46,1.0,1.03,1.0,N,260,151,Credit Card,0.0,4.912526318026353,0.0,1.0,12.6,2.5,0.0
1,2023-06-30 09:25:43,2023-06-30 10:48:47,1.0,3.22,1.0,N,197,11,Credit Card,0.0,3.9487595714907284,0.0,1.0,29.78,2.5,0.0
0,2023-06-29 10:22:54,2023-06-29 09:11:05,1.0,0.5,1.0,N,26,48,Credit Card,2.5,6.98127073416448,0.0,1.0,13.95,2.5,0.0
1,2023-06-29 02:34:25,2023-06-29 01:37:44,1.0,1.0,1.0,N,113,179,Cash,1.0,1.3290151264041534,0.0,1.0,14.3,2.5,0.0
1,2023-06-28 16:54:19,2023-06-28 17:33:48,1.0,3.18,1.0,N,199,37,Credit Card,2.5,9.735690385345384,0.0,1.0,34.7,2.5,0.0
0,2023-06-30 19:39:09,2023-06-30 18:39:27,2.0,0.1,1.0,N,75,255,Cash,5.0,3.456515528324739,0.0,1.0,10.2,2.5,0.0
1,2023-06-30 19:45:11,2023-06-30 20:18:41,1.0,11.49,1.0,N,95,35,Credit Card,7.5,12.08772416178846,6.55,1.0,77.9,0.0,1.75
1,2023-06-29 09:08:45,2023-06-29 08:25:58,2.0,0.01,5.0,N,50,257,Credit Card,0.0,20.247923413226662,0.0,1.0,99.96,0.0,0.0
1,2023-06-30 23:06:50,2023-07-01 00:06:16,2.0,3.33,1.0,N,93,23,Credit Card,1.0,7.365720464952245,0.0,1.0,28.08,2.5,0.0
0,2023-06-28 23:19:21,2023-06-28 23:09:36,1.0,5.0,1.0,N,97,84,Cash,3.5,2.31524875114715,0.0,1.0,26.9,2.5,0.0
1,2023-06-30 13:07:44,2023-06-30 13:08:35,1.0,1.0,1.0,N,214,154,Credit Card,0.0,5.0130236790763405,0.0,1.0,12.9,2.5,0.0
1,2023-06-29 00:54:50,2023-06-29 01:07:29,1.0,2.3,1.0,N,53,165,Credit Card,1.0,9.743480919736841,0.0,1.0,21.32,2.5,0.0
1,2023-06-28 17:05:45,2023-06-28 17:41:20,1.0,4.16,1.0,N,18,50,Cash,2.5,1.8915939800102106,0.0,1.0,29.8,2.5,0.0
0,2023-06-30 01:19:41,2023-06-30 01:54:37,1.0,6.9,1.0,N,19,135,Credit Card,3.5,11.405837041442325,0.0,1.0,43.2,2.5,0.0
1,2023-06-30 14:42:34,2023-06-30 14:55:24,1.0,5.67,1.0,N,168,184,Cash,0.0,3.3983779200498003,0.0,1.0,27.95,0.0,1.75
0,2023-06-30 19:38:44,2023-06-30 20:39:55,1.0,2.7,1.0,N,53,229,Credit Card,3.5,3.9882635803615143,0.0,1.0,24.0,2.5,0.0
1,2023-06-29 15:32:18,2023-06-29 16:15:39,1.0,1.16,1.0,N,29,243,Credit Card,0.0,3.0523534492186677,0.0,1.0,15.96,2.5,0.0
1,2023-06-30 20:08:26,2023-06-30 20:26:21,2.0,1.71,1.0,N,97,9,Credit Card,2.5,2.4714672640945547,0.0,1.0,22.0,2.5,0.0
0,2023-06-29 14:23:34,2023-06-29 15:49:23,1.0,0.3,1.0,N,185,45,Credit Card,2.5,2.4929696838927793,0.0,1.0,17.4,2.5,0.0
1,2023-06-28 19:34:06,2023-06-28 19:05:06,1.0,7.44,1.0,N,50,247,Credit Card,2.5,9.278374914952373,0.0,1.0,49.2,2.5,0.0
1,2023-06-30 15:47:41,2023-06-30 16:30:53,2.0,2.25,1.0,N,15,249,Credit Card,0.0,3.370923168362748,0.0,1.0,20.2,2.5,0.0
1,2023-06-30 18:52:44,2023-06-30 18:53:50,2.0,0.74,1.0,N,150,104,Credit Card,2.5,4.223612229519604,0.0,1.0,13.92,2.5,0.0
0,2023-06-28 22:24:34,2023-06-28 21:57:57,,1.3,,,183,191,Wallet,1.0,5.13868829218281,0.0,1.0,17.25,,
1,2023-06-29 18:27:35,2023-06-29 19:29:10,1.0,1.35,1.0,N,77,16,Credit Card,2.5,3.4405251767380305,0.0,1.0,17.0,2.5,0.0
1,2023-06-30 16:23:46,2023-06-30 17:30:46,1.0,18.33,2.0,N,258,263,Credit Card,5.0,5.854623404308663,6.55,1.0,90.55,2.5,0.0
1,2023-06-29 08:26:38,2023-06-29 07:56:12,1.0,2.52,1.0,N,217,224,Credit Card,0.0,5.4071530521343085,0.0,1.0,30.24,2.5,0.0
1,2023-06-30 14:29:47,2023-06-30 14:59:53,2.0,2.01,1.0,N,164,112,Cash,0.0,4.362532545535601,0.0,1.0,16.1,2.5,0.0
1,2023-06-28 19:16:27,2023-06-28 18:56:32,1.0,2.56,1.0,N,15,172,Credit Card,2.5,2.1645771084436682,0.0,1.0,23.4,2.5,0.0
0,2023-06-30 03:45:18,2023-06-30 03:03:23,1.0,5.2,1.0,N,42,43,Credit Card,3.5,4.219043572272135,0.0,1.0,30.0,2.5,0.0
0,2023-06-28 21:19:33,2023-06-28 22:56:28,,0.0,,,8,40,Wallet,0.0,1.6131734083516192,0.0,1.0,34.11,,
1,2023-07-01 00:02:05,2023-07-01 00:34:20,2.0,3.5,1.0,N,226,176,Credit Card,1.0,5.188847785917156,0.0,1.0,28.92,2.5,0.0
1,2023-06-30 17:17:00,2023-06-30 17:20:39,2.0,1.48,1.0,N,179,108,Credit Card,2.5,6.285997139239951,0.0,1.0,24.3,2.5,0.0
1,2023-06-30 09:39:25,2023-06-30 10:51:55,6.0,2.0,1.0,N,1,53,Cash,0.0,3.14828638756104,0.0,1.0,18.2,2.5,0.0
0,2023-06-30 10:54:45,2023-06-30 10:33:37,1.0,1.3,1.0,N,215,149,Credit Card,2.5,6.42804737688013,0.0,1.0,18.2,2.5,0.0
0,2023-06-30 07:51:56,2023-06-30 08:50:15,4.0,16.7,2.0,N,116,102,Credit Card,4.25,18.76514172949902,6.55,1.0,98.75,2.5,1.75
0,2023-06-29 12:06:17,2023-06-29 12:31:48,1.0,1.8,1.0,N,144,159,Credit Card,2.5,6.050378410829595,0.0,1.0,21.0,2.5,0.0
1,2023-06-29 21:44:29,2023-06-29 23:26:48,1.0,17.99,2.0,N,252,224,Credit Card,0.0,19.0269903513694,6.55,1.0,98.76,2.5,1.75
0,2023-06-30 12:09:42,2023-06-30 13:27:44,2.0,2.3,1.0,N,124,170,Credit Card,2.5,7.828691904716206,0.0,1.0,27.95,2.5,0.0
0,2023-06-29 14:30:35,2023-06-29 14:04:12,1.0,0.7,1.0,N,244,136,Credit Card,2.5,5.788921636437137,0.0,1.0,19.25,2.5,0.0
1,2023-06-29 15:13:41,2023-06-29 14:31:38,1.0,1.94,1.0,N,164,159,Credit Card,0.0,4.8621687041307595,0.0,1.0,19.0,2.5,0.0
1,2023-06-28 18:33:19,2023-06-28 17:42:46,1.0,1.37,1.0,N,18,16,Credit Card,2.5,6.782901525468839,0.0,1.0,19.8,2.5,0.0
1,2023-06-28 19:44:24,2023-06-28 21:09:30,1.0,11.08,1.0,N,51,236,Credit Card,6.0,17.181887637558624,6.55,1.0,76.45,2.5,1.75
1,2023-06-29 19:20:23,2023-06-29 18:37:59,3.0,2.42,1.0,N,241,61,Cash,2.5,1.941001048807292,0.0,1.0,23.5,2.5,0.0
0,2023-06-29 21:49:40,2023-06-29 23:13:44,1.0,4.8,1.0,N,187,34,Credit Card,3.5,8.223778121105958,0.0,1.0,35.4,2.5,0.0
1,2023-06-30 15:27:43,2023-06-30 16:23:36,1.0,10.39,1.0,N,99,179,Credit Card,5.0,10.052839917416907,6.55,1.0,75.3,2.5,1.75
1,2023-06-29 15:22:24,2023-06-29 16:41:04,2.0,1.02,1.0,N,182,210,Credit Card,0.0,5.236903466945311,0.0,1.0,17.64,2.5,0.0
1,2023-06-29 20:34:23,2023-06-29 20:57:08,3.0,1.0,1.0,N,110,223,Credit Card,1.0,4.018693158562766,0.0,1.0,15.48,2.5,0.0
1,2023-06-29 14:02:49,2023-06-29 15:03:22,3.0,0.8,1.0,N,49,230,Credit Card,0.0,5.808406861627102,0.0,1.0,17.64,2.5,0.0
1,2023-06-30 18:03:32,2023-06-30 16:42:54,1.0,1.66,1.0,N,18,7,Credit Card,2.5,4.361988553013167,0.0,1.0,21.23,2.5,0.0
1,2023-06-30 21:40:43,2023-06-30 21:53:45,1.0,0.98,1.0,N,50,73,Credit Card,1.0,4.6120627911677134,0.0,1.0,13.9,2.5,0.0
0,2023-06-30 19:12:52,2023-06-30 19:58:21,2.0,2.0,1.0,N,113,127,Credit Card,5.0,8.587979061308044,0.0,1.0,29.85,2.5,0.0
1,2023-06-28 18:23:42,2023-06-28 18:41:22,1.0,3.12,1.0,N,32,154,Credit Card,2.5,3.3098320295383337,0.0,1.0,23.5,2.5,0.0
1,2023-06-29 17:12:28,2023-06-29 17:56:43,1.0,1.03,1.0,N,20,23,Credit Card,2.5,5.922732056392518,0.0,1.0,18.96,2.5,0.0
1,2023-06-29 10:19:45,2023-06-29 10:11:13,1.0,1.04,1.0,N,38,5,Credit Card,0.0,2.4219481166926657,0.0,1.0,13.44,2.5,0.0
1,2023-06-30 01:04:26,2023-06-30 01:29:58,1.0,5.96,1.0,N,186,230,Credit Card,1.0,4.351645653742233,0.0,1.0,33.4,2.5,0.0
0,2023-06-29 18:32:04,2023-06-29 19:11:08,1.0,1.1,1.0,N,150,85,Credit Card,5.0,6.295890586524092,0.0,1.0,21.45,2.5,0.0
0,2023-06-30 16:02:30,2023-06-30 16:56:40,1.0,0.5,1.0,N,183,264,Credit Card,5.0,3.282580659270325,0.0,1.0,13.3,2.5,0.0
1,2023-06-29 18:12:44,2023-06-29 18:19:21,1.0,2.43,1.0,N,107,118,Credit Card,2.5,5.131212496479151,0.0,1.0,27.36,2.5,0.0
0,2023-06-29 12:05:02,2023-06-29 13:35:43,1.0,0.5,1.0,N,64,27,Credit Card,2.5,3.758664081165783,0.0,1.0,11.75,2.5,0.0
1,2023-06-29 03:21:43,2023-06-29 03:51:52,1.0,6.02,1.0,N,189,34,Credit Card,1.0,7.796495062482427,0.0,1.0,37.0,2.5,0.0
1,2023-06-29 08:03:23,2023-06-29 09:39:21,1.0,6.04,1.0,N,177,92,Credit Card,0.0,1.9234791983986295,0.0,1.0,34.6,2.5,0.0
1,2023-06-29 21:22:58,2023-06-29 22:47:06,1.0,8.73,1.0,N,209,233,Credit Card,6.0,16.848772248903632,6.55,1.0,64.25,2.5,1.75
1,2023-06-29 22:38:36,2023-06-29 21:27:39,1.0,3.52,1.0,N,32,220,Credit Card,1.0,3.3365042127150923,0.0,1.0,22.7,2.5,0.0
1,2023-06-30 10:32:55,2023-06-30 10:55:23,4.0,2.07,1.0,N,47,2,Credit Card,0.0,7.02710418862458,0.0,1.0,21.0,2.5,0.0
1,2023-06-30 11:17:53,2023-06-30 12:16:27,1.0,1.08,1.0,N,194,156,Credit Card,0.0,3.2273432498431776,0.0,1.0,15.12,2.5,0.0
1,2023-06-28 18:38:25,2023-06-28 19:38:13,1.0,1.95,1.0,N,222,208,Credit Card,2.5,8.897466706883886,0.0,1.0,24.84,2.5,0.0
